"region","Total Confirmed","Total Recovered","Total Deaths","Total Active","New Confirmed","New Recovered","New Deaths","New Active"
"US_Arkansas_Washington",43,0,0,43,6,0,0,6
"US_Arkansas_White",28,0,0,28,0,0,0,0
"US_Arkansas_Woodruff",1,0,0,1,0,0,0,0
"US_Arkansas_Yell",1,0,0,1,0,0,0,0
"US_California_Alameda",888,0,23,865,43,0,0,43
"US_California_Alpine",2,0,0,2,0,0,0,0
"US_California_Amador",7,0,0,7,0,0,0,0
"US_California_Butte",14,0,0,14,0,0,0,0
"US_California_Calaveras",8,0,0,8,0,0,0,0
"US_California_Colusa",3,0,0,3,0,0,0,0
"US_California_Contra Costa",552,0,11,541,13,0,0,13
"US_California_Del Norte",2,0,0,2,0,0,0,0
"US_California_El Dorado",32,0,0,32,0,0,0,0
"US_California_Fresno",201,0,5,196,0,0,0,0
"US_California_Glenn",3,0,0,3,0,0,0,0
"US_California_Humboldt",50,0,0,50,0,0,0,0
"US_California_Imperial",87,0,3,84,0,0,0,0
"US_California_Inyo",12,0,0,12,0,0,0,0
"US_California_Kern",436,0,3,433,40,0,0,40
"US_California_Kings",10,0,1,9,0,0,0,0
"US_California_Lake",4,0,0,4,0,0,0,0
"US_California_Los Angeles",9433,0,322,9111,539,0,53,486
"US_California_Madera",33,0,2,31,1,0,0,1
"US_California_Marin",164,0,10,154,11,0,0,11
"US_California_Mendocino",4,0,0,4,0,0,0,0
"US_California_Merced",65,0,3,62,0,0,0,0
"US_California_Mono",23,0,1,22,2,0,0,2
"US_California_Monterey",87,0,3,84,5,0,0,5
"US_California_Napa",34,0,2,32,0,0,0,0
"US_California_Nevada",34,0,1,33,0,0,0,0
"US_California_Orange",1283,0,19,1264,6,0,0,6
"US_California_Placer",127,0,5,122,3,0,1,2
"US_California_Plumas",4,0,0,4,0,0,0,0
"US_California_Riverside",1619,0,41,1578,0,0,0,0
"US_California_Sacramento",739,0,27,712,32,0,1,31
"US_California_San Benito",35,0,2,33,0,0,0,0
"US_California_San Bernardino",887,0,31,856,77,0,6,71
"US_California_San Diego",1804,0,45,1759,43,0,0,43
"US_California_San Francisco",957,0,15,942,85,0,1,84
"US_California_San Joaquin",293,0,16,277,27,0,1,26
"US_California_San Luis Obispo",117,0,1,116,3,0,0,3
"US_California_San Mateo",701,0,21,680,49,0,0,49
"US_California_Santa Barbara",267,0,2,265,3,0,0,3
"US_California_Santa Clara",1666,0,60,1606,100,0,9,91
"US_California_Santa Cruz",91,0,1,90,3,0,0,3
"US_California_Shasta",24,0,3,21,0,0,0,0
"US_California_Siskiyou",5,0,0,5,0,0,0,0
"US_California_Solano",121,0,2,119,0,0,0,0
"US_California_Sonoma",147,0,2,145,2,0,0,2
"US_California_Stanislaus",131,0,2,129,10,0,0,10
"US_California_Sutter",37,0,3,34,0,0,0,0
"US_California_Tehama",1,0,0,1,0,0,0,0
"US_California_Tulare",264,0,13,251,37,0,2,35
"US_California_Tuolumne",1,0,0,1,0,0,0,0
"US_California_Unassigned",0,0,0,0,-8,0,0,-8
"US_California_Ventura",314,0,10,304,5,0,0,5
"US_California_Yolo",93,0,3,90,5,0,0,5
"US_California_Yuba",15,0,1,14,0,0,0,0
"US_Colorado_Adams",693,0,26,667,46,0,0,46
"US_Colorado_Alamosa",7,0,2,5,0,0,0,0
"US_Colorado_Arapahoe",1142,0,39,1103,59,0,1,58
"US_Colorado_Archuleta",6,0,0,6,0,0,0,0
"US_Colorado_Baca",10,0,0,10,0,0,0,0
"US_Colorado_Boulder",284,0,12,272,20,0,1,19
"US_Colorado_Broomfield",81,0,2,79,0,0,0,0
"US_Colorado_Chaffee",28,0,3,25,0,0,0,0
"US_Colorado_Clear Creek",11,0,0,11,0,0,0,0
"US_Colorado_Costilla",3,0,0,3,0,0,0,0
"US_Colorado_Crowley",2,0,1,1,0,0,0,0
"US_Colorado_Custer",2,0,0,2,0,0,0,0
"US_Colorado_Delta",7,0,1,6,1,0,0,1
"US_Colorado_Denver",1346,0,51,1295,99,0,5,94
"US_Colorado_Douglas",304,0,11,293,6,0,1,5
"US_Colorado_Eagle",457,0,6,451,5,0,1,4
"US_Colorado_El Paso",641,0,39,602,28,0,2,26
"US_Colorado_Elbert",16,0,1,15,0,0,0,0
"US_Colorado_Fremont",8,0,0,8,1,0,0,1
"US_Colorado_Garfield",58,0,2,56,3,0,0,3
"US_Colorado_Gilpin",1,0,0,1,0,0,0,0
"US_Colorado_Grand",4,0,0,4,0,0,0,0
"US_Colorado_Gunnison",99,0,3,96,-2,0,0,-2
"US_Colorado_Hinsdale",2,0,0,2,0,0,0,0
"US_Colorado_Huerfano",1,0,0,1,0,0,0,0
"US_Colorado_Jefferson",787,0,30,757,24,0,1,23
"US_Colorado_Kit Carson",8,0,0,8,0,0,0,0
"US_Colorado_La Plata",44,0,0,44,0,0,0,0
"US_Colorado_Lake",4,0,0,4,0,0,0,0
"US_Colorado_Larimer",193,0,9,184,6,0,0,6
"US_Colorado_Las Animas",2,0,0,2,0,0,0,0
"US_Colorado_Lincoln",2,0,0,2,1,0,0,1
"US_Colorado_Logan",13,0,0,13,0,0,0,0
"US_Colorado_Mesa",35,0,0,35,0,0,0,0
"US_Colorado_Mineral",2,0,0,2,0,0,0,0
"US_Colorado_Moffat",3,0,0,3,0,0,0,0
"US_Colorado_Montezuma",12,0,2,10,0,0,0,0
"US_Colorado_Montrose",59,0,4,55,2,0,0,2
"US_Colorado_Morgan",75,0,0,75,16,0,0,16
"US_Colorado_Otero",5,0,0,5,0,0,0,0
"US_Colorado_Ouray",4,0,1,3,0,0,0,0
"US_Colorado_Park",6,0,0,6,0,0,0,0
"US_Colorado_Phillips",4,0,0,4,0,0,0,0
"US_Colorado_Pitkin",49,0,2,47,0,0,0,0
"US_Colorado_Prowers",1,0,0,1,0,0,0,0
"US_Colorado_Pueblo",64,0,3,61,6,0,0,6
"US_Colorado_Rio Blanco",1,0,0,1,0,0,0,0
"US_Colorado_Rio Grande",5,0,0,5,0,0,0,0
"US_Colorado_Routt",41,0,0,41,5,0,0,5
"US_Colorado_Saguache",3,0,0,3,0,0,0,0
"US_Colorado_San Miguel",12,0,0,12,0,0,0,0
"US_Colorado_Summit",72,0,1,71,0,0,0,0
"US_Colorado_Teller",15,0,2,13,-1,0,0,-1
"US_Colorado_Unassigned",145,0,0,145,-11,0,0,-11
"US_Colorado_Washington",2,0,0,2,0,0,0,0
"US_Colorado_Weld",808,0,53,755,70,0,5,65
"US_Colorado_Yuma",2,0,0,2,0,0,0,0
"US_Connecticut_Fairfield",6004,0,262,5742,470,0,14,456
"US_Connecticut_Hartford",2243,0,133,2110,329,0,17,312
"US_Connecticut_Litchfield",446,0,24,422,43,0,0,43
"US_Connecticut_Middlesex",339,0,19,320,40,0,1,39
"US_Connecticut_New Haven",3358,0,135,3223,412,0,16,396
"US_Connecticut_New London",222,0,7,215,32,0,0,32
"US_Connecticut_Tolland",195,0,17,178,13,0,0,13
"US_Connecticut_Unassigned",491,0,4,487,-10,0,0,-10
"US_Connecticut_Windham",83,0,1,82,17,0,0,17
"US_Delaware_Kent",288,0,6,282,7,0,2,5
"US_Delaware_New Castle",919,0,20,899,39,0,1,38
"US_Delaware_Sussex",551,0,15,536,87,0,5,82
"US_Delaware_Unassigned",0,0,0,0,0,0,-2,2
"US_Diamond Princess",49,0,0,49,0,0,0,0
"US_District of Columbia_District of Columbia",1955,0,52,1903,80,0,2,78
"US_Florida_Alachua",187,0,0,187,-28,0,0,-28
"US_Florida_Baker",17,0,2,15,0,0,0,0
"US_Florida_Bay",38,0,1,37,1,0,0,1
"US_Florida_Bradford",30,0,1,29,1,0,0,1
"US_Florida_Brevard",148,0,6,142,15,0,2,13
"US_Florida_Broward",3177,0,77,3100,232,0,1,231
"US_Florida_Calhoun",5,0,0,5,0,0,0,0
"US_Florida_Charlotte",119,0,5,114,6,0,0,6
"US_Florida_Citrus",72,0,7,65,1,0,1,0
"US_Florida_Clay",165,0,9,156,2,0,1,1
"US_Florida_Collier",376,0,5,371,15,0,1,14
"US_Florida_Columbia",27,0,0,27,1,0,0,1
"US_Florida_DeSoto",22,0,3,19,2,0,0,2
"US_Florida_Dixie",2,0,0,2,0,0,0,0
"US_Florida_Duval",691,0,13,678,23,0,0,23
"US_Florida_Escambia",241,0,3,238,17,0,0,17
"US_Florida_Flagler",45,0,2,43,0,0,0,0
"US_Florida_Franklin",2,0,0,2,0,0,0,0
"US_Florida_Gadsden",36,0,0,36,19,0,0,19
"US_Florida_Gilchrist",4,0,0,4,0,0,0,0
"US_Florida_Glades",5,0,1,4,1,0,0,1
"US_Florida_Gulf",1,0,0,1,0,0,0,0
"US_Florida_Hamilton",2,0,0,2,0,0,0,0
"US_Florida_Hardee",3,0,0,3,0,0,0,0
"US_Florida_Hendry",22,0,0,22,2,0,0,2
"US_Florida_Hernando",71,0,2,69,0,0,0,0
"US_Florida_Highlands",61,0,5,56,5,0,0,5
"US_Florida_Hillsborough",813,0,16,797,54,0,0,54
"US_Florida_Holmes",2,0,0,2,0,0,0,0
"US_Florida_Indian River",77,0,1,76,3,0,0,3
"US_Florida_Jackson",6,0,0,6,0,0,0,0
"US_Florida_Jefferson",12,0,1,11,0,0,0,0
"US_Florida_Lafayette",1,0,0,1,0,0,0,0
"US_Florida_Lake",162,0,4,158,12,0,0,12
"US_Florida_Lee",642,0,18,624,25,0,2,23
"US_Florida_Leon",150,0,0,150,30,0,0,30
"US_Florida_Levy",7,0,0,7,-1,0,0,-1
"US_Florida_Liberty",2,0,0,2,1,0,0,1
"US_Florida_Madison",14,0,0,14,0,0,0,0
"US_Florida_Manatee",252,0,15,237,16,0,2,14
"US_Florida_Marion",101,0,3,98,8,0,0,8
"US_Florida_Martin",129,0,3,126,7,0,0,7
"US_Florida_Miami-Dade",7459,0,109,7350,401,0,12,389
"US_Florida_Monroe",64,0,3,61,5,0,0,5
"US_Florida_Nassau",34,0,0,34,0,0,0,0
"US_Florida_Okaloosa",103,0,1,102102,2,0,0,102002
"US_Florida_Okeechobee",5,0,0,5,0,0,0,0
"US_Florida_Orange",1024,0,13,1011,75,0,0,75
"US_Florida_Osceola",333,0,5,328,10,0,0,10
"US_Florida_Palm Beach",1704,0,92,1612,58,0,11,47
"US_Florida_Pasco",169,0,3,166,9,0,0,9
"US_Florida_Pinellas",479,0,13,466,24,0,0,24
"US_Florida_Polk",270,0,9,261,16,0,1,15
"US_Florida_Putnam",42,0,1,41,-1,0,0,-1
"US_Florida_Santa Rosa",113,0,4,109,4,0,0,4
"US_Florida_Sarasota",230,0,14,216,4,0,2,2
"US_Florida_Seminole",268,0,2,266,13,0,0,13
"US_Florida_St. Johns",176,0,2,174,3,0,0,3
"US_Florida_St. Lucie",161,0,7,154,9,0,1,8
"US_Florida_Sumter",112,0,9,103,2,0,0,2
"US_Florida_Suwannee",68,0,1,67,1,0,1,0
"US_Florida_Taylor",1,0,0,1,0,0,0,0
"US_Florida_Unassigned",2,0,0,2,0,0,0,0
"US_Florida_Union",2,0,0,2,0,0,0,0
"US_Florida_Volusia",216,0,7,209,15,0,0,15
"US_Florida_Wakulla",12,0,1,11,4,0,0,4
"US_Florida_Walton",29,0,0,29,0,0,0,0
"US_Florida_Washington",4,0,0,4,0,0,0,0
"US_Georgia_Appling",11,0,0,11,2,0,0,2
"US_Georgia_Atkinson",2,0,0,2,0,0,0,0
"US_Georgia_Bacon",14,0,0,14,0,0,0,0
"US_Georgia_Baker",16,0,2,14,2,0,0,2
"US_Georgia_Baldwin",53,0,2,51,1,0,1,0
"US_Georgia_Banks",7,0,0,7,0,0,0,0
"US_Georgia_Barrow",55,0,3,52,0,0,0,0
"US_Georgia_Bartow",216,0,16,200,4,0,1,3
"US_Georgia_Ben Hill",8,0,0,8,0,0,0,0
"US_Georgia_Berrien",6,0,0,6,0,0,0,0
"US_Georgia_Bibb",72,0,1,71,5,0,0,5
"US_Georgia_Bleckley",3,0,0,3,2,0,0,2
"US_Georgia_Brantley",11,0,1,10,3,0,0,3
"US_Georgia_Brooks",19,0,1,18,1,0,0,1
"US_Georgia_Bryan",31,0,2,29,2,0,1,1
"US_Georgia_Bulloch",19,0,1,18,3,0,0,3
"US_Georgia_Burke",28,0,2,26,0,0,1,-1
"US_Georgia_Butts",30,0,0,30,2,0,0,2
"US_Georgia_Calhoun",48,0,2,46,5,0,0,5
"US_Georgia_Camden",22,0,0,22,2,0,0,2
"US_Georgia_Candler",4,0,0,4,0,0,0,0
"US_Georgia_Carroll",214,0,5,209,10,0,0,10
"US_Georgia_Catoosa",13,0,0,13,1,0,0,1
"US_Georgia_Charlton",3,0,0,3,0,0,0,0
"US_Georgia_Chatham",152,0,5,147,5,0,0,5
"US_Georgia_Chattahoochee",3,0,0,3,0,0,0,0
"US_Georgia_Chattooga",7,0,1,6,1,0,0,1
"US_Georgia_Cherokee",198,0,7,191,12,0,0,12
"US_Georgia_Clarke",85,0,11,74,2,0,0,2
"US_Georgia_Clay",16,0,1,15,1,0,0,1
"US_Georgia_Clayton",391,0,12,379,29,0,1,28
"US_Georgia_Clinch",6,0,0,6,3,0,0,3
"US_Georgia_Cobb",782,0,35,747,68,0,2,66
"US_Georgia_Coffee",60,0,3,57,4,0,1,3
"US_Georgia_Colquitt",88,0,5,83,1,0,0,1
"US_Georgia_Columbia",70,0,0,70,2,0,0,2
"US_Georgia_Cook",7,0,0,7,0,0,0,0
"US_Georgia_Coweta",119,0,2,117,16,0,0,16
"US_Georgia_Crawford",3,0,0,3,0,0,0,0
"US_Georgia_Crisp",71,0,1,70,1,0,1,0
"US_Georgia_Dade",2,0,1,1,0,0,0,0
"US_Georgia_Dawson",29,0,2,27,3,0,0,3
"US_Georgia_Decatur",36,0,0,36,7,0,0,7
"US_Georgia_DeKalb",980,0,14,966,111,0,0,111
"US_Georgia_Dodge",14,0,0,14,1,0,0,1
"US_Georgia_Dooly",50,0,2,48,10,0,1,9
"US_Georgia_Dougherty",1217,0,77,1140,63,0,5,58
"US_Georgia_Douglas",167,0,5,162,14,0,0,14
"US_Georgia_Early",126,0,6,120,5,0,0,5
"US_Georgia_Echols",2,0,0,2,0,0,0,0
"US_Georgia_Effingham",22,0,1,21,0,0,0,0
"US_Georgia_Elbert",3,0,0,3,0,0,0,0
"US_Georgia_Emanuel",9,0,0,9,1,0,0,1
"US_Georgia_Fannin",9,0,0,9,0,0,0,0
"US_Georgia_Fayette",105,0,5,100,6,0,1,5
"US_Georgia_Floyd",111,0,6,105,3,0,1,2
"US_Georgia_Forsyth",138,0,5,133,8,0,1,7
"US_Georgia_Franklin",4,0,0,4,0,0,0,0
"US_Georgia_Fulton",1598,0,52,1546,131,0,2,129
"US_Georgia_Gilmer",7,0,0,7,0,0,0,0
"US_Georgia_Glynn",38,0,0,38,5,0,0,5
"US_Georgia_Gordon",39,0,3,36,4,0,0,4
"US_Georgia_Grady",15,0,0,15,0,0,0,0
"US_Georgia_Greene",29,0,1,28,4,0,0,4
"US_Georgia_Gwinnett",739,0,22,717,49,0,4,45
"US_Georgia_Habersham",15,0,1,14,1,0,0,1
"US_Georgia_Hall",292,0,0,292,13,0,0,13
"US_Georgia_Hancock",3,0,0,3,0,0,0,0
"US_Georgia_Haralson",16,0,0,16,0,0,0,0
"US_Georgia_Harris",22,0,1,21,3,0,0,3
"US_Georgia_Hart",4,0,0,4,1,0,0,1
"US_Georgia_Heard",4,0,1,3,0,0,0,0
"US_Georgia_Henry",280,0,4,276,20,0,1,19
"US_Georgia_Houston",129,0,8,121,14,0,1,13
"US_Georgia_Irwin",12,0,0,12,1,0,0,1
"US_Georgia_Jackson",27,0,1,26,0,0,0,0
"US_Georgia_Jasper",8,0,0,8,2,0,0,2
"US_Georgia_Jeff Davis",1,0,0,1,0,0,0,0
"US_Georgia_Jefferson",7,0,1,6,1,0,0,1
"US_Georgia_Jenkins",10,0,1,9,1,0,0,1
"US_Georgia_Johnson",19,0,1,18,0,0,0,0
"US_Georgia_Jones",12,0,0,12,1,0,0,1
"US_Georgia_Lamar",18,0,0,18,2,0,0,2
"US_Georgia_Lanier",5,0,0,5,0,0,0,0
"US_Georgia_Laurens",35,0,1,34,3,0,0,3
"US_Georgia_Lee",253,0,15,238,14,0,0,14
"US_Georgia_Liberty",18,0,0,18,1,0,0,1
"US_Georgia_Lincoln",9,0,0,9,1,0,0,1
"US_Georgia_Long",1,0,0,1,0,0,0,0
"US_Georgia_Lowndes",65,0,2,63,6,0,0,6
"US_Georgia_Lumpkin",9,0,0,9,0,0,0,0
"US_Georgia_Macon",25,0,0,25,4,0,0,4
"US_Georgia_Madison",10,0,1,9,0,0,0,0
"US_Georgia_Marion",10,0,0,10,0,0,0,0
"US_Georgia_McDuffie",25,0,2,23,3,0,0,3
"US_Georgia_McIntosh",3,0,0,3,0,0,0,0
"US_Georgia_Meriwether",23,0,0,23,0,0,0,0
"US_Georgia_Miller",12,0,0,12,2,0,0,2
"US_Georgia_Mitchell",147,0,15,132,11,0,2,9
"US_Georgia_Monroe",12,0,1,11,0,0,0,0
"US_Georgia_Montgomery",2,0,0,2,0,0,0,0
"US_Georgia_Morgan",14,0,0,14,0,0,0,0
"US_Georgia_Murray",15,0,0,15,1,0,0,1
"US_Georgia_Muscogee",161,0,4,157,15,0,0,15
"US_Georgia_Newton",91,0,3,88,12,0,0,12
"US_Georgia_Oconee",39,0,1,38,1,0,0,1
"US_Georgia_Oglethorpe",13,0,1,12,1,0,0,1
"US_Georgia_Paulding",91,0,2,89,11,0,0,11
"US_Georgia_Peach",24,0,2,22,2,0,0,2
"US_Georgia_Pickens",11,0,2,9,-1,0,0,-1
"US_Georgia_Pierce",45,0,2,43,0,0,0,0
"US_Georgia_Pike",18,0,0,18,2,0,0,2
"US_Georgia_Polk",24,0,0,24,2,0,0,2
"US_Georgia_Pulaski",10,0,1,9,1,0,1,0
"US_Georgia_Putnam",7,0,0,7,1,0,0,1
"US_Georgia_Quitman",3,0,0,3,0,0,0,0
"US_Georgia_Rabun",6,0,0,6,0,0,0,0
"US_Georgia_Randolph",117,0,6,111,12,0,1,11
"US_Georgia_Richmond",147,0,4,143,7,0,1,6
"US_Georgia_Rockdale",100,0,3,97,5,0,1,4
"US_Georgia_Schley",12,0,1,11,0,0,0,0
"US_Georgia_Screven",7,0,0,7,0,0,0,0
"US_Georgia_Seminole",15,0,1,14,0,0,1,-1
"US_Georgia_Spalding",75,0,4,71,4,0,0,4
"US_Georgia_Stephens",19,0,0,19,2,0,0,2
"US_Georgia_Stewart",8,0,0,8,2,0,0,2
"US_Georgia_Sumter",245,0,9,236,18,0,0,18
"US_Georgia_Talbot",9,0,1,8,0,0,0,0
"US_Georgia_Tattnall",5,0,0,5,0,0,0,0
"US_Georgia_Taylor",8,0,2,6,1,0,0,1
"US_Georgia_Telfair",9,0,0,9,0,0,0,0
"US_Georgia_Terrell",114,0,10,104,7,0,0,7
"US_Georgia_Thomas",78,0,3,75,1,0,0,1
"US_Georgia_Tift",62,0,2,60,3,0,1,2
"US_Georgia_Toombs",12,0,1,11,1,0,0,1
"US_Georgia_Towns",3,0,0,3,0,0,0,0
"US_Georgia_Treutlen",1,0,0,1,0,0,0,0
"US_Georgia_Troup",61,0,3,58,4,0,0,4
"US_Georgia_Turner",37,0,0,37,-1,0,0,-1
"US_Georgia_Twiggs",2,0,0,2,0,0,0,0
"US_Georgia_Unassigned",1219,0,1,1218,1,0,-3,4
"US_Georgia_Union",7,0,1,6,0,0,0,0
"US_Georgia_Upson",61,0,2,59,6,0,1,5
"US_Georgia_Walker",6,0,0,6,0,0,0,0
"US_Georgia_Walton",44,0,2,42,5,0,0,5
"US_Georgia_Ware",56,0,4,52,3,0,0,3
"US_Georgia_Warren",7,0,0,7,1,0,0,1
"US_Georgia_Washington",23,0,0,23,1,0,0,1
"US_Georgia_Wayne",4,0,0,4,0,0,0,0
"US_Georgia_Webster",3,0,0,3,0,0,0,0
"US_Georgia_Wheeler",2,0,0,2,0,0,0,0
"US_Georgia_White",11,0,0,11,0,0,0,0
"US_Georgia_Whitfield",26,0,3,23,2,0,0,2
"US_Georgia_Wilcox",24,0,0,24,2,0,0,2
"US_Georgia_Wilkes",6,0,0,6,0,0,0,0
"US_Georgia_Wilkinson",11,0,1,10,0,0,0,0
"US_Georgia_Worth",91,0,4,87,7,0,0,7
"US_Grand Princess",103,0,0,103,0,0,0,0
"US_Guam",133,0,5,128,0,0,0,0
"US_Hawaii_Hawaii",40,0,0,40,1,0,0,1
"US_Hawaii_Honolulu",352,0,6,346,2,0,0,2
"US_Hawaii_Kauai",21,0,0,21,0,0,0,0
"US_Hawaii_Maui",86,0,3,83,2,0,0,2
"US_Hawaii_Out of HI",2,0,0,2,0,0,0,0
"US_Hawaii_Unassigned",3,0,0,3,0,0,0,0
"US_Idaho_Ada",517,0,6,511,0,0,0,0
"US_Idaho_Adams",1,0,0,1,0,0,0,0
"US_Idaho_Bannock",5,0,0,5,0,0,0,0
"US_Idaho_Bingham",2,0,0,2,0,0,0,0
"US_Idaho_Blaine",454,0,5,449,0,0,0,0
"US_Idaho_Bonner",4,0,0,4,0,0,0,0
"US_Idaho_Bonneville",13,0,0,13,1,0,0,1
"US_Idaho_Camas",1,0,0,1,0,0,0,0
"US_Idaho_Canyon",155,0,5,150,9,0,0,9
"US_Idaho_Caribou",1,0,0,1,0,0,0,0
"US_Idaho_Cassia",8,0,1,7,1,0,0,1
"US_Idaho_Custer",2,0,0,2,0,0,0,0
"US_Idaho_Elmore",16,0,0,16,0,0,0,0
"US_Idaho_Fremont",2,0,0,2,0,0,0,0
"US_Idaho_Gem",9,0,0,9,0,0,0,0
"US_Idaho_Gooding",5,0,0,5,0,0,0,0
"US_Idaho_Idaho",3,0,0,3,0,0,0,0
"US_Idaho_Jefferson",4,0,0,4,0,0,0,0
"US_Idaho_Jerome",29,0,2,27,0,0,0,0
"US_Idaho_Kootenai",45,0,0,45,1,0,0,1
"US_Idaho_Latah",3,0,0,3,0,0,0,0
"US_Idaho_Lewis",0,0,0,0,0,0,0,0
"US_Idaho_Lincoln",15,0,0,15,1,0,0,1
"US_Idaho_Madison",5,0,0,5,0,0,0,0
"US_Idaho_Minidoka",5,0,0,5,1,0,0,1
"US_Idaho_Nez Perce",19,0,5,14,0,0,0,0
"US_Idaho_Owyhee",4,0,0,4,0,0,0,0
"US_Idaho_Payette",8,0,1,7,0,0,0,0
"US_Idaho_Power",2,0,0,2,0,0,0,0
"US_Idaho_Teton",6,0,0,6,0,0,0,0
"US_Idaho_Twin Falls",79,0,2,77,4,0,0,4
"US_Idaho_Unassigned",0,0,0,0,0,0,0,0
"US_Idaho_Valley",2,0,0,2,0,0,0,0
"US_Idaho_Washington",1,0,0,1,0,0,0,0
"US_Illinois_Adams",26,0,0,26,1,0,0,1
"US_Illinois_Bond",4,0,0,4,0,0,0,0
"US_Illinois_Boone",13,0,1,12,6,0,0,6
"US_Illinois_Bureau",6,0,0,6,1,0,0,1
"US_Illinois_Calhoun",1,0,0,1,0,0,0,0
"US_Illinois_Carroll",5,0,1,4,0,0,0,0
"US_Illinois_Champaign",87,0,2,85,1,0,0,1
"US_Illinois_Christian",24,0,3,21,0,0,0,0
"US_Illinois_Clark",4,0,0,4,1,0,0,1
"US_Illinois_Clinton",39,0,0,39,2,0,0,2
"US_Illinois_Coles",6,0,0,6,0,0,0,0
"US_Illinois_Cook",15474,0,543,14931,889,0,58,831
"US_Illinois_Crawford",4,0,0,4,0,0,0,0
"US_Illinois_Cumberland",2,0,0,2,0,0,0,0
"US_Illinois_De Witt",1,0,0,1,0,0,0,0
"US_Illinois_DeKalb",34,0,1,33,0,0,0,0
"US_Illinois_Douglas",11,0,0,11,0,0,0,0
"US_Illinois_DuPage",1223,0,56,1167,61,0,6,55
"US_Illinois_Effingham",3,0,1,2,0,0,0,0
"US_Illinois_Fayette",11,0,1,10,0,0,1,-1
"US_Illinois_Ford",4,0,1,3,0,0,0,0
"US_Illinois_Franklin",4,0,0,4,0,0,0,0
"US_Illinois_Fulton",1,0,0,1,0,0,0,0
"US_Illinois_Gallatin",1,0,0,1,0,0,0,0
"US_Illinois_Greene",1,0,0,1,0,0,0,0
"US_Illinois_Grundy",21,0,0,21,0,0,0,0
"US_Illinois_Hancock",1,0,0,1,0,0,0,0
"US_Illinois_Henry",23,0,0,23,1,0,0,1
"US_Illinois_Iroquois",9,0,0,9,0,0,0,0
"US_Illinois_Jackson",36,0,4,32,5,0,2,3
"US_Illinois_Jasper",3,0,1,2,0,0,1,-1
"US_Illinois_Jefferson",8,0,0,8,1,0,0,1
"US_Illinois_Jersey",6,0,0,6,0,0,0,0
"US_Illinois_Jo Daviess",11,0,0,11,0,0,0,0
"US_Illinois_Kane",421,0,24,397,18,0,1,17
"US_Illinois_Kankakee",210,0,9,201,6,0,0,6
"US_Illinois_Kendall",114,0,2,112,9,0,0,9
"US_Illinois_Knox",2,0,0,2,0,0,0,0
"US_Illinois_Lake",1516,0,45,1471,71,0,3,68
"US_Illinois_LaSalle",21,0,1,20,1,0,0,1
"US_Illinois_Lawrence",2,0,0,2,0,0,0,0
"US_Illinois_Lee",14,0,0,14,1,0,0,1
"US_Illinois_Livingston",17,0,0,17,1,0,0,1
"US_Illinois_Logan",4,0,0,4,1,0,0,1
"US_Illinois_Macon",42,0,1,41,7,0,0,7
"US_Illinois_Macoupin",16,0,0,16,0,0,0,0
"US_Illinois_Madison",115,0,2,113,5,0,0,5
"US_Illinois_Marion",13,0,0,13,0,0,0,0
"US_Illinois_Marshall",1,0,0,1,0,0,0,0
"US_Illinois_Mason",3,0,0,3,0,0,0,0
"US_Illinois_Massac",2,0,0,2,0,0,0,0
"US_Illinois_McDonough",2,0,0,2,1,0,0,1
"US_Illinois_McHenry",245,0,7,238,10,0,1,9
"US_Illinois_McLean",79,0,2,77,2,0,0,2
"US_Illinois_Menard",2,0,0,2,0,0,0,0
"US_Illinois_Mercer",2,0,0,2,0,0,0,0
"US_Illinois_Monroe",46,0,1,45,0,0,0,0
"US_Illinois_Montgomery",9,0,1,8,1,0,0,1
"US_Illinois_Morgan",10,0,1,9,0,0,0,0
"US_Illinois_Moultrie",2,0,0,2,0,0,0,0
"US_Illinois_Ogle",26,0,0,26,8,0,0,8
"US_Illinois_Peoria",31,0,1,30,4,0,0,4
"US_Illinois_Perry",1,0,0,1,0,0,0,0
"US_Illinois_Piatt",6,0,0,6,0,0,0,0
"US_Illinois_Pike",1,0,0,1,0,0,0,0
"US_Illinois_Pulaski",5,0,0,5,0,0,0,0
"US_Illinois_Randolph",41,0,0,41,1,0,0,1
"US_Illinois_Richland",1,0,0,1,0,0,0,0
"US_Illinois_Rock Island",105,0,3,102,14,0,0,14
"US_Illinois_Saline",3,0,0,3,0,0,0,0
"US_Illinois_Sangamon",44,0,3,41,1,0,1,0
"US_Illinois_Schuyler",1,0,0,1,0,0,0,0
"US_Illinois_Shelby",4,0,0,4,0,0,0,0
"US_Illinois_St. Clair",202,0,8,194,13,0,0,13
"US_Illinois_Stark",1,0,0,1,0,0,0,0
"US_Illinois_Stephenson",8,0,0,8,0,0,0,0
"US_Illinois_Tazewell",19,0,3,16,0,0,1,-1
"US_Illinois_Unassigned",65,0,1,64,-36,0,0,-36
"US_Illinois_Vermilion",8,0,0,8,0,0,0,0
"US_Illinois_Wabash",2,0,0,2,0,0,0,0
"US_Illinois_Warren",2,0,0,2,0,0,0,0
"US_Illinois_Washington",2,0,0,2,0,0,0,0
"US_Illinois_Whiteside",28,0,1,27,2,0,0,2
"US_Illinois_Will",1283,0,63,1220,55,0,3,52
"US_Illinois_Williamson",10,0,0,10,0,0,0,0
"US_Illinois_Winnebago",99,0,4,95,5,0,0,5
"US_Illinois_Woodford",9,0,0,9,2,0,0,2
